SubjID,L_bankssts_surfavg,L_caudalanteriorcingulate_surfavg,L_caudalmiddlefrontal_surfavg,L_cuneus_surfavg,L_entorhinal_surfavg,L_fusiform_surfavg,L_inferiorparietal_surfavg,L_inferiortemporal_surfavg,L_isthmuscingulate_surfavg,L_lateraloccipital_surfavg,L_lateralorbitofrontal_surfavg,L_lingual_surfavg,L_medialorbitofrontal_surfavg,L_middletemporal_surfavg,L_parahippocampal_surfavg,L_paracentral_surfavg,L_parsopercularis_surfavg,L_parsorbitalis_surfavg,L_parstriangularis_surfavg,L_pericalcarine_surfavg,L_postcentral_surfavg,L_posteriorcingulate_surfavg,L_precentral_surfavg,L_precuneus_surfavg,L_rostralanteriorcingulate_surfavg,L_rostralmiddlefrontal_surfavg,L_superiorfrontal_surfavg,L_superiorparietal_surfavg,L_superiortemporal_surfavg,L_supramarginal_surfavg,L_frontalpole_surfavg,L_temporalpole_surfavg,L_transversetemporal_surfavg,L_insula_surfavg,R_bankssts_surfavg,R_caudalanteriorcingulate_surfavg,R_caudalmiddlefrontal_surfavg,R_cuneus_surfavg,R_entorhinal_surfavg,R_fusiform_surfavg,R_inferiorparietal_surfavg,R_inferiortemporal_surfavg,R_isthmuscingulate_surfavg,R_lateraloccipital_surfavg,R_lateralorbitofrontal_surfavg,R_lingual_surfavg,R_medialorbitofrontal_surfavg,R_middletemporal_surfavg,R_parahippocampal_surfavg,R_paracentral_surfavg,R_parsopercularis_surfavg,R_parsorbitalis_surfavg,R_parstriangularis_surfavg,R_pericalcarine_surfavg,R_postcentral_surfavg,R_posteriorcingulate_surfavg,R_precentral_surfavg,R_precuneus_surfavg,R_rostralanteriorcingulate_surfavg,R_rostralmiddlefrontal_surfavg,R_superiorfrontal_surfavg,R_superiorparietal_surfavg,R_superiortemporal_surfavg,R_supramarginal_surfavg,R_frontalpole_surfavg,R_temporalpole_surfavg,R_transversetemporal_surfavg,R_insula_surfavg,LThickness,RThickness,LSurfArea,RSurfArea,ICV
GU_1-28797,950,663,2092,1114,408,2970,3884,2752,738,3783,2405,2293,1489,2519,584,1148,1636,595,1070,1078,3757,1014,4427,3192,769,4456,6396,4745,3763,3641,220,467,367,1813,1084,652,2032,1352,334,3063,5154,2617,734,3422,2428,2493,1841,3237,625,1198,1354,767,1613,1288,3736,1114,4661,3120,463,4891,6055,4315,3408,2976,320,508,317,1794,2.69549,2.65808,73198,74967.9,1.28374e+06
GU_1-28798,1159,836,2964,1866,423,3740,4827,3608,1140,6338,3192,3744,2097,3901,683,1501,2026,671,1655,1626,4309,1289,5275,4520,1008,6781,8846,6110,4217,3643,228,401,450,2270,1370,681,2498,1685,515,3945,6098,3449,1048,6145,3000,3380,2317,3809,720,1643,1611,903,1826,1800,4253,1433,5181,4513,478,7174,8812,6067,3821,3542,327,326,402,2279,2.70873,2.71257,97342.1,97052.3,1.56167e+06
GU_1-28800,1580,1043,2946,1563,438,4404,6215,3796,1102,6003,3309,3722,1969,4220,879,1699,2205,766,1747,1387,5221,1585,5452,4909,1379,7123,9471,6629,5172,4579,309,500,585,3056,1258,839,2599,1525,494,3865,7267,3628,1219,5035,3002,3972,2294,4699,883,1773,2354,858,1551,1632,5265,1643,5875,5953,929,7768,9372,6462,4645,4501,445,444,420,3137,2.90756,2.84618,106962,107608,1.80559e+06
GU_1-28801,1079,752,2438,1278,443,3949,5232,3782,1181,4828,2601,3050,1598,3540,800,1176,1618,791,1302,1172,4387,1333,5042,3731,880,5935,7504,5778,4069,4258,213,486,483,1938,873,737,2507,1401,544,3515,6628,3256,946,4629,2732,2948,1932,3401,610,1457,1307,840,1174,1343,3898,1219,5174,4325,697,6442,7277,6254,3856,3727,294,576,304,2348,2.59257,2.53846,88647.7,89171.3,1.58451e+06
GU_1-28803,1129,768,2368,1451,406,3440,5579,3358,1185,4989,2878,3319,1962,3266,800,1332,1722,630,1334,1480,4340,1291,5521,4213,884,5521,8373,5369,4485,4485,246,513,453,2363,945,821,2539,1470,375,3358,6921,3070,896,5073,2563,3385,1850,3827,709,1468,1683,718,1373,1756,4333,1263,5474,4414,712,6349,8210,5061,3741,4035,303,339,342,2292,2.7289,2.73411,91453.5,91667.4,1.57692e+06
GU_1-28804,1479,1093,3155,2011,438,3997,6224,4366,1003,6842,3066,3916,2187,3794,1149,1664,2086,887,1384,2043,5464,1056,5865,4646,866,7794,9056,6538,4671,4730,253,529,523,2178,1133,930,2665,1879,541,3888,6891,3784,1145,5934,2925,4304,2048,4220,1116,1721,1626,973,1703,2120,4718,1689,5624,4537,889,8622,8591,6626,4396,4821,313,524,454,2387,2.85178,2.79516,106953,105737,1.6977e+06
GU_1-28805,1062,724,2817,1771,517,3761,4326,3241,1129,5342,2361,3642,1761,2912,801,1375,1509,677,1149,1804,4591,1309,5348,3769,1001,6148,8024,6778,4096,4203,221,515,453,2056,782,902,2380,1795,390,3630,5249,3185,1306,4922,2328,3913,1899,3349,772,1613,1380,742,1195,1937,4989,1388,5047,3927,869,7303,7273,6333,3510,3874,385,393,336,1983,2.62348,2.58232,91192.9,91276.8,1.48447e+06
GU_1-28806,1038,951,2887,1521,566,4124,5489,4413,1127,5829,3101,3345,1875,3703,743,1468,2072,826,1743,1599,4698,1206,5906,5056,1192,7191,8921,6162,4597,5003,271,526,545,2362,1245,822,2766,1848,326,3570,7145,4470,948,5566,2848,3307,2238,4474,708,1619,1767,910,1445,1911,4349,1666,6046,4765,841,7291,9067,6504,4165,4476,339,477,413,2379,2.89121,2.87496,102057,102711,1.67956e+06
GU_1-28808,943,650,2190,1397,407,3163,4974,3342,1044,5041,2371,2880,1457,2851,740,1466,1657,656,1465,1280,4689,1509,5929,3647,872,6062,7678,6139,3664,2878,213,521,464,2127,1021,788,1878,1291,317,3275,5154,3107,1117,4997,2539,2419,2020,3438,789,1653,1237,831,1481,1500,4163,1184,5325,4558,771,6539,8183,5521,3740,2982,288,401,392,2041,2.86271,2.82895,86365.1,86935.1,1.46418e+06
GU_1-28809,1597,750,2419,1430,490,3731,6605,3731,1186,4576,2677,3295,2296,3855,827,1357,2188,739,1216,1319,5112,1151,4653,4294,907,6156,6680,4830,3764,5133,203,407,355,2284,1307,1134,2109,1389,435,3822,6860,3103,847,5378,3045,3504,1886,4089,1004,1778,1233,873,1423,1833,5460,1485,4601,4260,1053,7334,6439,5559,3781,4804,266,501,307,2370,2.54135,2.47127,92212.8,95271.8,1.64167e+06
GU_1-28810,1039,609,2799,1494,525,3397,4944,3361,947,5127,2338,2866,1651,3253,671,1360,1935,627,1381,1345,3931,1198,5117,3491,802,5585,7187,5197,4126,4393,233,575,470,2089,1002,670,2114,1044,335,3385,6101,3688,1183,4154,2440,2896,1733,3687,634,1358,1479,780,1776,1357,3692,1204,4533,4117,650,6688,7282,5986,3515,4008,267,504,347,2324,2.65779,2.571,86063.5,86931.2,1.56614e+06
GU_1-28811,1130,650,2436,1436,444,3485,4985,3434,1264,4899,3144,2663,1758,3271,732,1287,1918,586,1377,1233,4924,1648,5353,4262,842,6295,7871,5794,4545,4663,201,486,497,2162,938,908,2552,1427,355,3433,5677,3023,991,5025,2856,2988,1991,3850,646,1580,1701,879,1832,1361,4537,1266,5096,4405,630,5769,7316,6032,4038,4295,302,467,404,2375,2.86754,2.79447,91677.5,90944.4,1.52971e+06
GU_1-28813,1055,797,2400,1286,528,3479,4681,2909,1145,5766,2430,2982,1532,3022,705,1250,1680,567,1383,1222,3900,1077,4175,3759,772,5260,7055,5423,3489,4017,214,379,425,1772,1044,863,2102,1351,196,3466,5834,3114,881,4698,2180,3143,1653,3438,619,1208,1595,671,1406,1468,3721,1154,4466,3945,700,5875,6689,5339,3556,3630,313,352,306,2038,2.77594,2.76515,82533.6,83012.2,1.38184e+06
GU_1-28814,1068,1000,2669,1309,381,3451,5265,3220,934,4463,2331,2918,1949,2731,637,1435,1670,566,1417,1389,4293,1414,4680,3686,926,5136,6499,5682,3636,3929,220,460,446,1902,995,666,2241,1381,207,3340,5822,3016,995,4275,2359,2907,1943,3312,589,1799,1636,582,1502,1311,4326,1486,5037,3545,515,5749,7005,5274,3480,3898,234,350,308,1851,2.777,2.71474,83712.1,83935.9,1.33374e+06
GU_1-28815,1219,693,2723,1736,565,3819,5626,4318,1206,4953,3032,2665,2130,3115,621,1712,1819,745,1616,1552,4780,1409,4881,4245,801,6529,7753,5397,4048,4556,238,441,513,2439,1050,720,2794,1418,427,3402,6367,3698,1522,5168,2972,2881,2066,3829,628,2321,1403,889,1702,1844,4824,1474,5463,4462,586,6629,7860,5246,4069,3820,344,322,374,2167,2.74652,2.78684,93897.6,94741.1,1.56311e+06
GU_1-28817,1109,662,2500,1399,537,2997,4055,3218,1149,3984,2373,2795,1493,3090,694,1513,1761,697,1225,1197,4070,1049,4463,3306,733,5704,5954,4951,3450,3823,172,449,498,1877,986,508,1938,1485,288,2829,5637,2798,1098,4022,2098,3297,1652,3013,541,1256,1225,717,1398,1621,3473,1090,4923,3879,519,6335,6334,4361,3196,3826,314,421,258,1716,2.5078,2.45705,78945.9,79052.9,1.05148e+06
GU_1-28820,1041,577,2749,1573,403,4101,5208,3688,1297,5216,2735,3946,1663,3084,896,1643,1610,701,1350,1540,4307,1155,5310,5053,892,6663,8575,5569,4484,5515,262,518,437,2630,1168,706,2546,1669,369,3556,6483,3247,1207,4990,2771,3931,1992,3712,757,1520,1378,1045,1911,1698,4696,1345,5589,4561,758,6670,7407,5926,4311,4690,330,490,404,2226,2.85415,2.80364,96385.8,96060.5,1.62774e+06
GU_1-28821,1309,614,2860,1989,389,3889,5235,3665,900,5841,3269,3862,1889,3736,890,1740,1822,858,1439,1954,4645,1425,5499,3998,1139,7146,8830,6254,4725,4694,230,489,593,2086,1287,708,2355,1822,332,3540,5409,4032,1689,5459,3133,3930,2313,4085,715,1747,1788,1031,1689,1888,4728,1412,5877,4465,657,7262,8659,7110,4548,4686,296,446,384,2310,2.73385,2.69348,99902.4,101794,1.65688e+06
GU_1-28822,1097,620,2936,1770,489,3940,5145,3997,879,5778,2701,4402,2151,3124,1073,1429,2128,728,1458,1755,4268,1267,5071,4527,885,6626,7755,6985,4325,4144,183,587,550,2286,1200,637,2370,1885,526,3759,5888,3495,1072,5079,2627,3497,1956,3613,1090,1587,1544,968,1774,1867,4727,1435,5459,5273,827,6585,7935,6438,3963,4406,299,452,387,2277,2.84049,2.84499,97057.8,96894.7,1.64659e+06
GU_1-28824,1616,1027,2554,1813,424,3751,4226,3481,1294,5544,2792,3883,1960,3998,829,1361,1943,725,1444,1676,4716,1305,4547,4785,1125,7301,8187,6968,4271,4641,241,536,549,2354,1071,761,2470,1832,423,3463,5601,3794,961,5224,2743,4001,2203,4195,1021,1613,1446,860,1413,1931,4715,1586,5213,4759,755,6963,8208,6963,3818,4763,362,492,410,2419,2.65352,2.63931,97864.8,98454.2,1.7114e+06
GU_1-28825,1006,814,2413,1474,511,3673,5659,4199,1336,5562,3129,3539,1921,3914,800,1605,2220,845,1749,1410,5182,1708,6406,5001,1070,6473,8026,6469,4503,4372,239,579,504,2592,1146,885,2781,1582,538,4150,6355,3852,1136,5035,2897,3433,2127,4212,809,1619,1521,1080,1664,1575,4671,1492,5926,5372,857,7079,8212,6894,4292,4578,343,463,443,2239,2.56807,2.61772,100900,101259,1.65079e+06
GU_1-28826,643,484,2685,1679,333,2693,3649,3017,1177,5278,2410,3280,1630,2827,642,1156,1809,598,1530,1465,4526,1287,5497,3579,806,5665,6893,5640,4243,4148,199,499,462,1928,1055,860,2680,1327,340,2636,5036,3046,1089,4618,2345,3287,1573,3542,628,1187,1664,747,1989,1613,4113,1240,4710,4148,826,6105,6440,5504,3585,3161,263,357,348,1871,2.88209,2.89494,84357.7,83933.9,1.27768e+06
GU_1-28827,931,479,1887,1307,339,3181,4758,3610,1074,4112,2655,2978,1821,3588,672,1071,1654,523,1408,1150,3989,935,4438,4184,687,5268,6983,6456,3418,4260,240,454,319,1949,937,713,2016,1388,462,2987,6401,3389,905,4196,2658,2901,1639,3583,554,1339,1137,759,1563,1229,5077,1167,5028,4108,495,6731,5992,4796,3246,4035,393,431,297,1914,2.79849,2.71157,82776.2,84464.3,1.29977e+06
GU_1-28828,1369,676,1885,1596,398,3896,5501,3495,1132,4965,2574,3857,1542,3472,720,1157,1851,580,1492,1822,4107,1322,4876,3589,730,5806,7149,5518,4240,4305,238,464,567,2143,1113,681,1566,1543,372,3489,5648,4111,1096,4415,3146,4021,1704,4287,857,1393,1828,783,1219,2010,3667,1180,4684,3647,487,6394,7288,5475,3727,3717,287,380,292,1991,2.69628,2.68243,89035.4,88496.8,1.44686e+06
GU_1-28829,1243,657,2055,1573,317,3836,4959,3764,901,4847,2760,3371,1588,3602,770,1347,1557,582,1407,1561,4034,1217,4724,3618,851,6284,6876,5439,4011,3861,236,545,481,2177,1078,1003,2361,1368,383,3419,5613,3503,971,5166,2479,3753,1757,4144,727,1606,1393,738,1476,1659,4121,1397,4612,3718,847,5370,6851,5344,3633,3937,254,388,319,2104,2.86257,2.85965,87050,87491.1,1.43685e+06
GU_1-28830,1240,615,2650,1447,437,3515,5952,4196,855,4579,2969,3531,2172,3518,613,1784,1427,686,1086,1497,4236,1106,6084,2702,740,6001,8260,4729,4134,3283,236,459,578,2193,1157,773,1708,1587,502,3803,6503,3941,855,4645,2677,3161,2045,4021,731,1355,1536,908,1157,1520,3346,1251,7247,3650,682,5984,7325,5185,3723,3437,366,577,422,2923,2.83504,2.78748,89509.7,90702.4,1.52739e+06
GU_1-28831,1431,698,2740,1797,347,3699,4796,4094,1411,5036,2866,3425,2111,3861,882,1577,1598,715,1672,1812,5134,1640,5515,4834,942,6522,8591,6777,4458,4709,203,467,574,2710,1074,795,2608,1875,505,3940,7524,3813,1163,4661,2953,3485,2086,3585,907,1841,1638,879,2019,1864,5060,1732,5026,4750,684,6885,8433,7004,3985,4141,339,511,494,2798,2.61783,2.59088,99645.4,101059,1.67785e+06
GU_1-28832,920,406,2403,1150,452,2998,4321,2810,1010,4918,2707,2657,1775,2442,768,1408,1423,673,1279,1050,4296,893,5094,3433,519,5049,7525,5196,4175,3664,259,411,496,2195,919,765,1956,1585,220,3103,4869,2946,939,4575,2475,2722,1609,3069,766,1460,1311,711,1144,1223,3974,1137,4948,3910,570,4937,7119,5156,3722,3798,255,441,432,1944,2.50452,2.44621,80774.7,80708.1,1.45743e+06
GU_1-28834,708,488,1802,1652,267,3528,4050,2953,867,4803,2267,2945,1528,2467,631,1257,1476,471,1235,1490,3773,1012,4603,3553,781,4739,6694,5719,3631,4302,201,400,517,1715,811,702,1787,1534,244,3007,5137,2597,740,4115,2318,3268,1730,2959,647,1251,1376,773,1045,1592,3677,1203,3943,3705,623,5598,6458,5970,3401,3529,281,394,366,1832,2.67795,2.67058,78521.4,78614.3,1.26766e+06
GU_1-28835,1511,759,3487,1648,415,3527,5646,3618,1180,5520,2916,3423,1837,4203,867,1259,2195,728,1680,1693,4752,1620,5200,4100,836,6254,8363,5509,4115,4115,257,359,545,2480,1238,560,3185,1796,304,3572,6144,3662,1006,5598,2897,3453,1973,4213,844,1776,1885,1034,1942,1826,4350,1534,5720,4717,554,5674,8586,6030,3939,3849,288,406,343,2801,2.80966,2.73973,96617.7,97697.4,1.7154e+06
GU_1-28836,1291,565,2469,1353,400,2813,5469,3049,995,4426,2961,3494,2058,2956,796,1545,2065,738,1625,1315,3956,1546,4719,4121,702,6160,7193,6446,3423,3663,227,482,413,2126,1004,809,2288,1509,372,2865,5842,3169,1063,4251,3077,3354,1697,3643,691,1561,1231,822,2099,1583,3904,1152,4672,4565,770,6403,6810,6369,3523,3939,297,363,292,2405,2.92785,2.88493,87560.6,88394.5,1.57891e+06
GU_1-28837,1185,768,2253,1921,521,3899,6117,4223,1316,5866,3399,3690,2142,3720,787,1719,1857,879,1519,1535,5931,1521,5723,4498,1140,7944,9461,5648,4640,4406,251,476,552,2445,1136,1083,1909,1793,440,4138,7345,3775,1105,5648,3354,3894,2014,4202,841,2274,1845,1071,1621,1759,4823,1824,5698,4466,799,8174,9453,6012,4459,4312,228,498,398,2735,2.6758,2.65499,103955,105129,1.66353e+06
GU_1-28838,1664,707,2421,1175,463,3418,6431,3573,1069,5069,2707,3332,1950,3887,786,1683,2086,555,1380,1157,4944,1540,5559,4081,904,5982,7932,6001,4192,4088,193,465,456,2217,1056,1109,2316,1369,353,2752,6812,3095,1082,5415,2728,3032,1832,3491,706,1942,1713,716,1401,1457,4426,1533,5648,4482,918,6960,7073,5254,4114,3395,301,453,358,2173,2.53195,2.58086,94067.4,91466.4,1.54117e+06
GU_1-28839,1015,669,2145,1454,472,2994,3874,3386,985,3719,2689,3195,1808,2846,798,1147,1588,608,1361,1289,3991,1168,4343,3637,776,4823,6715,5547,3587,3318,239,516,431,2098,1008,616,1836,1355,314,3323,4843,2656,699,4171,2604,3118,1749,3378,721,1735,1157,781,1315,1200,3486,1329,4835,2947,580,5387,6826,5090,3587,4078,292,424,283,1847,2.65146,2.64576,79230.1,79570.4,1.30748e+06
GU_1-28840,1027,658,2141,1429,251,2703,4418,2710,1190,4649,1724,2798,1661,3213,666,1014,1473,428,1162,1265,4480,1455,4735,3716,392,4744,6001,5757,3781,3913,224,487,541,2041,1126,837,1539,1351,246,2988,5521,3260,851,4095,1662,2873,1301,3258,530,1530,1419,647,1224,1473,3882,1639,4570,2886,663,5404,6658,5348,3558,4295,381,463,404,1859,2.62889,2.6263,78845.6,79740.9,1.51182e+06
GU_1-28841,1202,532,1860,1475,326,3392,4351,2854,816,4527,2215,3245,1962,2970,642,1223,1769,578,1497,1421,4025,856,4249,3900,984,5554,6661,6069,3638,4185,226,533,405,2173,1001,861,1607,1488,334,3273,5464,3237,884,4481,2249,3167,1833,3330,592,1488,1117,690,1589,1606,4361,1539,4222,3630,670,6193,6290,5679,3296,3881,321,516,310,2256,2.74391,2.75429,82314.6,83455.3,1.33218e+06
GU_1-28842,1272,610,2243,1360,429,3414,5497,3445,1073,4301,2618,2626,1760,2998,599,1289,1530,646,1353,1256,3951,1294,4961,3881,640,5814,6694,6427,3562,3980,214,446,352,2034,1050,706,2182,1229,361,3350,6301,3517,974,4227,2299,2776,2022,3453,711,1551,1262,591,1453,1310,3661,1281,5173,4323,529,5957,6886,6427,3481,3788,307,382,236,1885,2.81913,2.84752,84570.7,85643,1.49337e+06
GU_1-28843,1095,788,2175,1463,530,3916,5339,4024,1280,4776,2757,3274,1996,3464,659,1888,1473,651,1239,1471,5496,1561,5684,4381,976,5890,7897,6706,4186,5959,215,636,688,2166,1487,841,2834,1933,450,3836,6131,3744,1104,4804,2763,3302,1990,4080,764,1955,1260,820,1422,1820,4264,1247,6562,4857,651,7865,8838,4948,4271,4418,354,545,457,2101,2.5916,2.55918,96699.8,98718.3,1.58411e+06
GU_1-28844,875,481,2257,2047,330,3242,5600,3588,890,4564,2413,3554,1758,3196,644,1241,1437,580,1549,1685,4173,1009,5337,3620,850,5581,6492,5032,3774,3177,154,421,408,2223,1048,789,1521,1455,252,3259,5776,3676,1047,4086,2553,3410,1676,3583,572,1357,1418,777,1837,1740,3790,1448,4935,3910,778,5743,6880,5345,3573,3743,265,439,337,2149,2.75077,2.7495,84179.2,85165.1,1.49435e+06
GU_1-28845,1927,665,3314,1650,497,3946,6550,4251,941,4895,3173,3288,1897,3981,831,1209,1788,745,1492,1473,4592,1522,4846,4544,994,7641,8918,5714,4483,5410,178,554,411,2688,955,797,3054,1786,459,3753,7693,3775,835,4713,2901,3341,2156,4633,924,1988,1570,832,1502,1629,5379,1707,5119,4493,761,8137,8434,5524,3960,4375,377,603,355,2671,2.75442,2.74449,101005,101192,1.65053e+06
GU_1-28846,1074,802,2690,1591,416,3567,5004,3413,1123,4993,2812,3112,1852,3279,694,1285,2142,590,1774,1656,3682,1158,4701,4068,750,6961,6984,5123,3407,3979,169,394,448,2108,947,575,2421,1591,416,2782,5671,2918,907,5243,2542,3459,1952,3741,694,1634,1829,765,1815,1736,4250,1163,5214,4592,519,7277,7246,5474,3448,3290,244,373,306,2297,2.83052,2.80256,87804.4,89335.1,1.43748e+06
GU_1-28847,1241,671,3024,2007,507,3609,6242,3785,1224,4939,3161,4087,1984,3909,818,1455,2140,680,1543,1789,5411,1318,5319,4134,746,6315,9278,6511,4376,4981,235,590,396,2419,1102,967,3298,1912,389,4009,7078,3528,1039,5330,2902,3725,2218,4235,895,1882,1625,936,1553,1882,4765,1346,5618,4642,734,6883,8288,6256,4073,3723,338,444,371,2328,2.77935,2.79199,100846,100315,1.73721e+06
IU_1-29538,1192,619,2650,1474,417,3594,5499,3829,1210,5483,2933,3154,1914,3700,689,1431,1941,654,1415,1459,5237,1165,4759,4417,818,6798,8736,6368,3798,3696,218,518,460,2475,1142,818,2536,1483,400,3708,6858,3562,1065,5188,2578,2873,1986,4075,785,1721,1252,841,1812,1402,4538,1391,5307,4638,720,6369,8053,5668,4117,4168,301,464,367,2558,2.54453,2.5244,94719.5,94742.8,1.67187e+06
IU_1-29539,921,507,1888,1535,443,2949,4833,3751,1078,4420,2854,3251,1879,3353,612,1503,1564,731,1351,1719,3984,1096,4974,3954,754,6358,7808,5842,3778,4028,246,389,383,2125,1036,817,1742,1453,437,3515,5553,3829,831,4647,2817,3049,1688,3575,650,1666,1167,974,1580,1777,3646,1261,4517,4062,975,6332,7346,6272,3458,3588,230,414,373,2402,2.56774,2.55355,86855.9,87678.3,1.39427e+06
IU_1-29540,974,403,2607,1185,322,2838,4458,2844,850,4379,2401,2859,1845,2705,497,1216,1752,653,1420,1117,3842,1090,4602,3004,570,5534,6937,4874,3938,4069,263,376,449,2211,939,786,2245,1398,285,2708,5338,2945,747,4094,2253,3011,1473,3082,624,1499,1314,837,1530,1395,3742,1039,4796,3163,824,5400,6202,5030,3164,3472,313,411,415,2221,2.58623,2.55041,79081.9,78696.4,1.30486e+06
IU_1-29541,1198,574,2427,1532,464,3877,4775,3604,1389,5244,2763,4282,2048,3367,752,1543,2085,809,1500,1579,4328,1138,5428,4642,848,6428,8668,6949,3930,4086,283,451,468,2407,1264,960,2278,1609,326,3644,6257,3587,1171,5411,2996,4264,1877,3920,719,1679,1754,948,1978,2027,3965,1474,5525,4163,849,6718,7586,6237,3702,3886,303,404,329,2591,2.55653,2.55108,95868.1,96402.6,1.77862e+06
IU_1-29542,947,575,2749,1630,340,3571,5249,3557,1051,4703,2493,3335,1568,3132,723,1196,1894,631,1360,1393,4434,1318,5274,4113,732,6202,7204,5518,3460,3716,148,381,463,2007,1228,823,2194,1416,451,3290,6530,3469,1118,4536,2560,3003,1650,3694,645,1375,1226,705,1604,1552,4038,1121,5264,4069,682,5889,7537,6126,3124,3194,211,411,299,1985,2.45335,2.43871,87069.4,87020.6,1.50147e+06
IU_1-29543,833,674,1799,1518,464,3306,4986,3522,804,4634,2159,2247,1688,3027,698,1253,1691,589,1302,1317,4025,992,4558,3829,810,5402,6874,5660,3209,3988,204,498,421,2135,996,628,1287,1506,409,3223,5556,3450,765,4191,2213,2472,1847,3650,617,1114,1417,584,1497,1348,3663,969,4738,3942,519,5404,7156,6151,3222,3772,294,327,265,2138,2.60179,2.59364,81115,81329.4,1.48558e+06
IU_1-29544,1127,732,2147,1492,496,3372,5286,3123,923,4499,2526,3551,1644,3162,751,1316,1756,630,1341,1504,4195,1218,4381,4129,940,5925,7916,5105,3425,3901,245,358,396,2104,929,1275,1835,1605,371,3309,6069,3169,924,4798,2390,3065,1850,3581,626,1692,1232,901,1575,1467,3864,1271,4438,3872,858,6428,6517,5883,3184,3564,267,374,341,2209,2.60763,2.53402,85614.7,85732,1.48217e+06
IU_1-29545,1403,702,3403,1654,554,3387,5874,4540,1163,4734,2713,3402,2448,3953,765,1578,1862,637,1575,1563,5167,1470,5916,4163,832,7001,8175,6608,4429,4008,168,550,515,2619,1114,976,3289,1775,476,3495,6998,3860,1003,4726,2994,3156,1789,4457,804,1734,1787,957,2146,1549,5269,1612,5812,3974,1101,6532,8251,6317,4217,4442,267,450,438,2881,2.7307,2.75088,99531.6,100645,1.78225e+06
IU_1-29547,1306,884,2699,1973,513,3623,4974,3791,1067,5513,3008,3448,2137,4253,978,2007,1796,813,1647,1353,4103,1360,5657,4497,1057,7106,9937,5217,4632,4910,189,522,549,2719,1159,1058,2974,1773,396,3403,6653,3990,1186,5356,2945,3249,1918,4302,832,1875,1340,954,1748,1638,4477,1768,5523,4837,1117,7579,9552,5904,4900,4647,259,320,504,2571,2.81034,2.7285,100235,102707,1.91161e+06
IU_1-29548,1191,927,3378,1527,458,3962,4793,4205,1136,4359,2724,3851,2249,3714,868,1344,1497,628,937,1858,5045,1258,5511,4447,1022,5810,7983,7154,4332,4454,188,562,449,2490,1215,773,2494,1826,490,3747,6307,3866,1192,4987,2759,3724,2007,4116,878,1903,1592,837,1409,1860,4694,1613,4714,4105,751,7513,7615,7592,4190,4503,279,483,345,2650,2.58217,2.49103,96312.5,99029,1.73043e+06
IU_1-29549,1094,503,2303,1421,479,3069,4096,2996,951,5380,2699,3102,1998,2806,662,1469,1513,666,1108,1168,4147,1531,5728,3290,892,5706,7346,4865,3792,3409,197,504,562,2259,1085,617,2341,1497,364,3154,5900,2714,992,5275,2726,2900,1814,3304,587,1250,1200,843,1613,1382,3937,1186,5346,3576,687,6442,7070,4923,3602,3304,262,441,344,2726,2.53282,2.52776,83709.4,85402.7,1.5476e+06
IU_1-29550,1337,543,2604,1726,394,3555,4835,3273,1173,6422,2948,2758,1947,3202,594,1503,1566,716,1023,1515,4442,1227,5080,4470,758,6937,8138,6312,3766,3812,203,516,390,2136,1125,979,2386,1993,328,3509,6943,3827,1066,5192,2710,3142,2212,3618,650,1627,1374,879,1391,1967,4522,1335,5507,4874,535,7169,7505,6110,3433,3537,322,487,268,2169,2.52921,2.46866,91821.1,94692.1,1.68554e+06
IU_1-29551,1355,745,3234,1729,462,4415,6469,3979,1003,5343,2962,3804,1726,3806,980,1691,1732,688,1451,1703,5830,1268,6118,4003,938,7310,8883,6469,4398,4177,169,516,421,2623,1431,904,2907,1806,341,3672,6708,4053,911,4329,2848,3719,1958,4211,897,1732,1901,802,1750,1770,4888,1301,5887,4239,892,7645,8189,7789,4173,4602,277,402,361,2311,2.57287,2.56631,102400,101607,1.66707e+06
IU_1-29552,982,732,2051,1324,334,2923,4028,2869,968,4698,2394,3254,1669,3010,694,1282,2205,573,1302,1473,3749,1010,4095,3826,816,4802,6862,5299,3600,3666,207,393,450,2078,908,515,2083,1543,288,2892,4744,2855,963,4901,2414,3604,1742,3181,585,1630,1546,739,1625,1692,4475,1051,4472,3910,428,5228,7139,5658,3447,3392,280,377,335,2123,2.64248,2.64104,79615.4,82762.4,1.44145e+06
IU_1-29553,1217,963,2492,1816,470,3536,5552,4118,1317,5105,2656,2740,2127,3600,982,1611,2192,618,1473,1635,4742,1538,5173,4380,1145,7135,8535,6253,4163,4456,286,491,517,2673,1036,784,2330,1933,326,3137,7381,3728,1118,4538,2699,2541,2268,4057,909,2177,1732,721,1458,1777,4313,1436,5461,4724,818,7212,8434,6273,4115,4313,341,382,406,2421,2.53526,2.54776,97706.2,97298.5,1.72504e+06
IU_1-29554,1406,707,3357,1729,396,4515,5876,3918,1252,5664,2853,3664,2133,3293,742,1595,1669,791,1327,1836,4887,1418,5617,4610,1082,6326,8450,5623,3825,4972,227,523,363,2279,1188,859,2718,1862,474,3936,7184,3547,1055,5600,2762,3377,1993,3827,747,1606,1463,886,1488,2022,4456,1714,5501,5044,1027,7286,8056,5972,3841,4165,247,477,334,2177,2.5608,2.54362,98925.2,98887.9,1.77965e+06
